,INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
105361,GER.02.M,DMA,2014,94.13043,,
105436,GER.02.M,DNK,2008,96.34728,,
105442,GER.02.M,MEX,2003,79.33951,,
105642,GER.02.M,EST,2004,114.69593,,
105832,GER.02.M,NER,2003,1.34434,,
105898,GER.02.M,EGY,1997,8.56643,,
105953,GER.02.M,BGR,2005,84.90967,,
106136,GER.02.M,ITA,1976,68.98929,,
106231,GER.02.M,TKL,1981,64.44444,,
106404,GER.02.M,ARM,2001,23.0279,,
106424,GER.02.M,NAM,1990,12.5401,,
106489,GER.02.M,PER,2009,76.92712,,
106545,GER.02.M,HND,1972,3.81361,,
106549,GER.02.M,MEX,1999,72.44349,,
106600,GER.02.M,BTN,2008,0.99735,,
106622,GER.02.M,BEL,1982,104.5937,,
106773,GER.02.M,GUY,1995,85.6343,,
106865,GER.02.M,IRN,1987,7.76761,,
107111,GER.02.M,SMR,1986,89.68421,,
107121,GER.02.M,IRL,1985,104.50458,,
107235,GER.02.M,RWA,2010,10.86088,,
107393,GER.02.M,LKA,2014,93.32185,,
107863,GER.02.M,LAO,2003,7.51089,,
107908,GER.02.M,IRQ,1976,5.62577,,
108200,GER.02.M,SLV,1974,9.21931,,
108233,GER.02.M,BRN,2013,68.82793,,
108401,GER.02.M,CHE,1986,88.05889,,
108582,GER.02.M,BEL,1975,106.10174,,
108611,GER.02.M,BMU,1971,113.38156,,
108612,GER.02.M,SUR,2010,73.53103,,
108695,GER.02.M,CHE,1992,90.54569,,
108728,GER.02.M,VEN,1997,44.1429,,
109130,GER.02.M,ECU,2001,64.98015,,
109506,GER.02.M,NLD,2015,93.37368,,
109539,GER.02.M,GBR,2013,81.13792,,
109632,GER.02.M,TGO,2017,20.93222,,
109639,GER.02.M,KAZ,2013,57.75112,,
109724,GER.02.M,BHR,1987,26.62747,,
109789,GER.02.M,KOR,1976,3.9114,,
110222,GER.02.M,NIU,2015,57.14286,,
110406,GER.02.M,AZE,2011,26.91526,,NAT_EST
110458,GER.02.M,TUV,2018,85.78313,,
110703,GER.02.M,GBR,1976,34.14628,,
110733,GER.02.M,SYC,1973,41.28878,,
110831,GER.02.M,COG,1987,2.80991,,
110836,GER.02.M,SUR,2015,84.83584,,
110873,GER.02.M,PNG,1987,0.51416,,
110877,GER.02.M,UKR,1993,61.06705,,
110997,GER.02.M,URY,2009,90.19746,,
111535,GER.02.M,DJI,1988,0.68366,,
111542,GER.02.M,MEX,1983,38.18275,,
111659,GER.02.M,FRA,1972,89.72016,,
112064,GER.02.M,ECU,2004,70.62745,,
112106,GER.02.M,PER,1993,31.0192,,
112136,GER.02.M,NIU,2004,92.30769,,
112162,GER.02.M,ROU,2005,73.61181,,
112500,GER.02.M,AZE,2016,22.65076,,NAT_EST
112556,GER.02.M,COD,2002,1.39567,,
112764,GER.02.M,MNG,2003,34.928,,
112812,GER.02.M,GUY,1993,85.78266,,
112841,GER.02.M,TGO,2013,13.44072,,
112935,GER.02.M,TJK,2016,11.30645,,
113623,GER.02.M,PRY,1970,3.02703,,
113753,GER.02.M,SVN,1991,87.63179,,
113879,GER.02.M,HND,1982,9.87769,,
114257,GER.02.M,NIC,1997,23.36541,,
114312,GER.02.M,PAK,2006,66.3119,,
114365,GER.02.M,IND,2011,7.83698,,
114442,GER.02.M,AUS,2009,82.14108,,
114445,GER.02.M,GIB,1983,16.4557,,
114862,GER.02.M,MKD,2004,31.37596,,
114974,GER.02.M,TUR,1974,0.28861,,
115510,GER.02.M,ISL,1986,108.56874,,
115526,GER.02.M,GNB,2010,6.49206,,
115766,GER.02.M,CIV,1996,2.33284,,
115952,GER.02.M,HUN,2017,83.73498,,
116336,GER.02.M,TUR,1971,0.22471,,
116719,GER.02.M,KNA,2008,106.98925,,
116885,GER.02.M,BOL,2007,50.43314,,
117111,GER.02.M,IRQ,2003,3.5413,,
117136,GER.02.M,CUB,1989,103.61696,,
117190,GER.02.M,MEX,1990,60.53272,,
117269,GER.02.M,BEN,2008,12.8064,,
117305,GER.02.M,IND,1977,2.01327,,
117388,GER.02.M,LAO,2004,8.15893,,
117694,GER.02.M,BGR,1978,74.12306,,
117725,GER.02.M,KWT,1998,79.31572,,
117836,GER.02.M,GRC,2010,74.93292,,
117907,GER.02.M,VEN,1972,6.34865,,
117925,GER.02.M,BEL,1990,103.07018,,
118005,GER.02.M,LBR,2016,133.6262,,
118024,GER.02.M,BHR,2003,36.65301,,
118119,GER.02.M,ARG,1976,37.10951,,
118183,GER.02.M,GBR,2004,59.32476,,
118358,GER.02.M,GRD,1984,54.90772,,
118509,GER.02.M,DNK,1987,95.6449,,
118537,GER.02.M,HUN,1997,80.7346,,
118775,GER.02.M,NER,1992,1.59923,,
118783,GER.02.M,BLR,2015,102.62719,,
118842,GER.02.M,CUB,2002,106.35715,,
118916,GER.02.M,ISR,1974,48.22176,,
119167,GER.02.M,PRY,2004,34.50698,,
119228,GER.02.M,GRC,1994,60.14192,,
119230,GER.02.M,GNQ,2000,24.0167,,
119320,GER.02.M,LAO,1991,7.50617,,
119383,GER.02.M,GRC,1983,50.63155,,
119833,GER.02.M,BEN,1999,4.31031,,
119954,GER.02.M,BRB,2009,81.01864,,NAT_EST
119971,GER.02.M,AUS,1985,72.3938,,
119975,GER.02.M,LBR,1998,37.46478,,
120060,GER.02.M,BRB,2010,76.32825,,NAT_EST
120098,GER.02.M,FRA,1994,113.14636,,
120150,GER.02.M,LSO,2016,38.1205,,
120251,GER.02.M,ABW,2009,101.74927,,
120289,GER.02.M,DNK,2005,94.36641,,
120522,GER.02.M,KOR,1989,53.59241,,
120549,GER.02.M,GRC,2011,78.01577,,
120574,GER.02.M,IND,2015,12.75093,,
120720,GER.02.M,SLE,2012,7.76886,,
120724,GER.02.M,EGY,1983,3.23982,,
120888,GER.02.M,SWE,2000,73.92952,,
120911,GER.02.M,SVN,1995,60.51554,,
120986,GER.02.M,SVK,2016,94.41853,,
120992,GER.02.M,KNA,1990,82.02614,,
121400,GER.02.M,UZB,1991,60.54629,,
121563,GER.02.M,FJI,2009,17.22396,,
121620,GER.02.M,KOR,2017,94.8514,,
121747,GER.02.M,HND,2010,38.96094,,
121801,GER.02.M,NRU,2012,89.63731,,
121830,GER.02.M,OMN,1987,2.58261,,
121942,GER.02.M,OMN,2015,57.28208,,
122013,GER.02.M,GIB,1981,6.82731,,
122093,GER.02.M,BHR,1983,17.81803,,
122106,GER.02.M,MAR,1981,74.36793,,
122113,GER.02.M,BEN,2012,18.58466,,
122120,GER.02.M,ISR,1976,65.65356,,
122212,GER.02.M,MYS,2015,95.49487,,
122359,GER.02.M,MSR,2009,74.07407,,
122411,GER.02.M,KWT,1975,36.1083,,
122434,GER.02.M,BGR,2004,82.24632,,
122736,GER.02.M,GRC,1996,61.57605,,
122858,GER.02.M,IRQ,1992,7.0369,,
122919,GER.02.M,QAT,1973,17.58401,,
123014,GER.02.M,OMN,1988,2.73063,,
123136,GER.02.M,MYS,2016,94.50807,,
123450,GER.02.M,CYP,1997,60.04844,,NAT_EST
123524,GER.02.M,LSO,2011,41.30447,,UIS_EST
123646,GER.02.M,LUX,1980,92.18195,,
123756,GER.02.M,KOR,1971,2.68667,,
123917,GER.02.M,CHN,2000,45.54516,,
123980,GER.02.M,EST,1993,82.47266,,
124050,GER.02.M,SMR,2011,113.37449,,
124064,GER.02.M,ERI,2018,23.42217,,
124173,GER.02.M,IRQ,1985,8.17783,,
124177,GER.02.M,JAM,2016,72.64546,,
124206,GER.02.M,NIC,1994,17.12585,,
124242,GER.02.M,MDA,2018,86.84334,,NAT_EST
124525,GER.02.M,TUN,2015,43.22392,,
124598,GER.02.M,MYS,1974,8.74095,,
124730,GER.02.M,BHR,1984,17.87299,,
124952,GER.02.M,HUN,1977,56.94121,,
125057,GER.02.M,ARE,1981,38.97682,,
125230,GER.02.M,PYF,1993,103.8676,,
125370,GER.02.M,PAN,1978,27.9176,,
125431,GER.02.M,CUB,2017,100.62364,,
125648,GER.02.M,MDA,1993,61.97535,,
125650,GER.02.M,JAM,1977,68.1346,,
125706,GER.02.M,BRN,1999,51.92674,,
125725,GER.02.M,AND,1975,126.50602,,
125752,GER.02.M,SUR,2011,74.52839,,
125836,GER.02.M,SAU,2007,11.56555,,NAT_EST
125838,GER.02.M,AIA,1998,125.41436,,
125843,GER.02.M,CHE,2016,105.32792,,
125949,GER.02.M,ARM,2005,29.90366,,
126136,GER.02.M,URY,1994,42.0991,,
126235,GER.02.M,GMB,2003,15.32182,,
126250,GER.02.M,PNG,1993,0.55729,,
126308,GER.02.M,COL,2000,39.65128,,
126528,GER.02.M,SWE,2012,95.02585,,
126672,GER.02.M,CHN,2003,40.30394,,
126889,GER.02.M,NIU,1998,138.09524,,
126901,GER.02.M,CHL,1970,22.07722,,
126940,GER.02.M,QAT,2002,33.63086,,
127137,GER.02.M,GUY,2009,83.77432,,
127225,GER.02.M,ESP,1994,87.83746,,
127239,GER.02.M,DZA,2005,6.30135,,
127333,GER.02.M,MDV,2017,90.29851,,
127430,GER.02.M,BMU,2003,46.55172,,
127709,GER.02.M,MLI,2015,3.94993,,
127911,GER.02.M,ISL,2011,97.13992,,
128040,GER.02.M,POL,1994,42.69333,,
128086,GER.02.M,BHR,2016,55.46447,,
128266,GER.02.M,YEM,2011,1.53742,,
128499,GER.02.M,BGR,1989,72.21695,,
128678,GER.02.M,MHL,2009,49.18919,,
128730,GER.02.M,NRU,1991,52.48756,,
128964,GER.02.M,CMR,2003,13.52444,,
129044,GER.02.M,PRT,1980,15.85656,,
129244,GER.02.M,NER,1978,0.41439,,
129337,GER.02.M,IND,2003,7.12769,,
129547,GER.02.M,BLZ,2000,26.36036,,
129725,GER.02.M,PRT,1975,9.09255,,
129748,GER.02.M,GIN,2009,11.65064,,UIS_EST
129846,GER.02.M,ATG,2010,94.49339,,
130351,GER.02.M,TGO,1998,2.56496,,
130616,GER.02.M,AUS,1980,65.53542,,
130727,GER.02.M,DJI,2002,0.79617,,
131250,GER.02.M,GMB,2009,27.51728,,UIS_EST
131263,GER.02.M,BHR,2008,43.66317,,
131296,GER.02.M,TUR,2002,7.60177,,
131496,GER.02.M,VAT,2017,0,,
131729,GER.02.M,SUR,1979,96.58551,,
131989,GER.02.M,IRQ,2004,5.81386,,
132241,GER.02.M,MLT,1994,110.92108,,
132285,GER.02.M,ECU,2000,62.28314,,
132384,GER.02.M,CHN,2008,48.54235,,
132419,GER.02.M,GRC,1981,49.59166,,
132551,GER.02.M,BTN,2014,18.01639,,
132671,GER.02.M,VNM,2005,61.8185,,
133245,GER.02.M,BRB,2005,83.62276,,
133334,GER.02.M,VEN,2006,59.48305,,
133445,GER.02.M,CRI,2009,77.51337,,
133469,GER.02.M,TLS,2015,19.86995,,
133549,GER.02.M,POL,2013,77.87333,,
133600,GER.02.M,ISR,2002,96.72591,,
133613,GER.02.M,TJK,1995,16.30082,,
133617,GER.02.M,BRB,1978,30.65557,,
133652,GER.02.M,IRQ,2000,5.19385,,
133748,GER.02.M,ECU,1977,12.48062,,
133780,GER.02.M,CHN,1998,41.43295,,
133808,GER.02.M,JOR,1993,22.80499,,
133962,GER.02.M,URY,2011,88.52884,,
134131,GER.02.M,LAO,2016,39.15368,,
134430,GER.02.M,BRB,1982,37.42703,,
134682,GER.02.M,KWT,1978,35.96003,,
134777,GER.02.M,OMN,2017,52.52324,,
134852,GER.02.M,EST,2012,89.51812,,
134853,GER.02.M,UZB,2005,27.06706,,
134879,GER.02.M,PNG,2016,43.45878,,
134982,GER.02.M,REU,1972,27.97933,,UIS_EST
135003,GER.02.M,IND,1989,3.24865,,
135301,GER.02.M,DNK,2003,90.87614,,UIS_EST
135463,GER.02.M,NZL,2016,90.96441,,
135554,GER.02.M,BEN,2001,5.71249,,
135613,GER.02.M,ITA,2017,95.01895,,
135664,GER.02.M,NIC,1978,1.99864,,
135756,GER.02.M,QAT,2018,59.91334,,
135800,GER.02.M,MSR,2001,90.56604,,
135843,GER.02.M,OMN,1981,0.57711,,
135876,GER.02.M,BLZ,1999,26.10569,,
136416,GER.02.M,PER,1980,14.09092,,
136658,GER.02.M,COL,1993,19.93565,,
136679,GER.02.M,KWT,1977,37.38574,,
136916,GER.02.M,ITA,1989,86.75728,,
137127,GER.02.M,CPV,2003,60.50074,,
137163,GER.02.M,PAK,2005,47.82126,,
137322,GER.02.M,CZE,1991,97.58053,,
137412,GER.02.M,ROU,1989,59.59432,,
137448,GER.02.M,ARG,2017,75.55777,,
137523,GER.02.M,FRA,2003,107.35425,,NAT_EST
137786,GER.02.M,BGR,1973,64.90575,,
137832,GER.02.M,SWE,1994,62.89152,,
137962,GER.02.M,ZWE,1995,32.19323,,
138005,GER.02.M,CAN,1973,43.39746,,
138206,GER.02.M,CZE,1974,64.942,,
138218,GER.02.M,SAU,2016,22.29446,,
138361,GER.02.M,MKD,1996,25.62432,,
138762,GER.02.M,BEN,2005,5.56553,,
138787,GER.02.M,GTM,2011,66.79299,,
138804,GER.02.M,ARG,2015,74.15027,,
139025,GER.02.M,KGZ,2006,14.84979,,
139050,GER.02.M,RWA,2017,21.63541,,
139143,GER.02.M,SMR,1983,90.58577,,
139220,GER.02.M,SRB,2002,55.62084,,NAT_EST
139241,GER.02.M,LBY,1975,3.62473,,
139418,GER.02.M,TJK,1991,23.37315,,
139538,GER.02.M,ALB,1991,56.02653,,
139664,GER.02.M,UKR,1991,68.04716,,
140229,GER.02.M,VCT,1991,43.4593,,
140265,GER.02.M,VEN,1995,43.23183,,
140428,GER.02.M,DJI,2018,7.9522,,
140588,GER.02.M,FJI,1981,8.40442,,
140672,GER.02.M,TUR,1989,4.15602,,
140797,GER.02.M,NOR,2014,97.69635,,
140805,GER.02.M,TGO,1999,2.6384,,
140976,GER.02.M,VNM,2009,70.03696,,
140992,GER.02.M,ESP,1991,74.56415,,
141058,GER.02.M,VEN,1985,38.4237,,
141101,GER.02.M,QAT,2017,59.19143,,
141115,GER.02.M,EGY,2006,17.29435,,
141395,GER.02.M,AGO,2011,59.87823,,
141401,GER.02.M,NLD,2017,94.2029,,
141460,GER.02.M,BOL,2017,73.61056,,
141501,GER.02.M,BGD,2003,11.90683,,
141531,GER.02.M,GTM,2014,44.46344,,
141618,GER.02.M,LBY,2001,7.4075,,
141713,GER.02.M,VAT,2002,0,,
141781,GER.02.M,BLR,2003,94.62167,,
141905,GER.02.M,COG,2006,7.90222,,
142148,GER.02.M,NIC,2008,56.07976,,
142166,GER.02.M,VNM,2011,76.89532,,
142220,GER.02.M,TZA,2009,32.6693,,
142320,GER.02.M,KHM,2018,23.35042,,
142449,GER.02.M,CHN,2010,54.85113,,
142554,GER.02.M,DMA,1977,47.65661,,
142658,GER.02.M,GTM,2010,68.00861,,
142844,GER.02.M,FRA,1983,109.61601,,
142853,GER.02.M,LBY,1986,6.2271,,
142904,GER.02.M,ERI,2005,24.02488,,
143058,GER.02.M,NLD,1984,114.41965,,
143086,GER.02.M,KEN,2016,76.76294,,
143268,GER.02.M,ECU,1975,9.84573,,
143295,GER.02.M,SLE,2013,8.31123,,
143380,GER.02.M,BDI,1998,0.70567,,
143434,GER.02.M,LAO,1998,7.35476,,
143559,GER.02.M,HUN,1995,80.78053,,
143564,GER.02.M,MKD,2003,29.99877,,
143748,GER.02.M,SLB,2012,93.27001,,
143797,GER.02.M,ERI,2010,24.23504,,
143932,GER.02.M,CHL,2012,115.73208,,
144093,GER.02.M,THA,1971,3.96903,,
144234,GER.02.M,LIE,2012,101.5873,,NAT_EST
144439,GER.02.M,NOR,2017,95.20189,,
144563,GER.02.M,CAF,2005,3.1768,,
144788,GER.02.M,BRB,2008,78.13326,,NAT_EST
144869,GER.02.M,VNM,1996,33.82868,,
144925,GER.02.M,FRA,2002,107.65974,,NAT_EST
145166,GER.02.M,NOR,2010,99.21305,,
145222,GER.02.M,BEL,2007,118.45472,,
145275,GER.02.M,ASM,1990,75.29162,,
145386,GER.02.M,ECU,1993,45.47138,,
145452,GER.02.M,SVK,2000,85.45026,,
145503,GER.02.M,QAT,1989,19.30763,,
145533,GER.02.M,SUR,1981,92.00291,,
145541,GER.02.M,THA,1976,5.65051,,
145562,GER.02.M,CMR,1994,10.55671,,
145817,GER.02.M,JOR,2010,28.11718,,
145885,GER.02.M,PRT,2013,92.1347,,
146246,GER.02.M,JAM,1987,68.46176,,
146403,GER.02.M,NIU,2002,133.33333,,
146445,GER.02.M,SVK,2011,91.44195,,
146485,GER.02.M,LIE,2016,100,,NAT_EST
146605,GER.02.M,NER,2010,3.9205,,
146627,GER.02.M,FRA,2001,108.28122,,NAT_EST
146685,GER.02.M,VAT,1994,0,,
146698,GER.02.M,BTN,1995,1.29509,,
146736,GER.02.M,MAC,1972,45.42378,,
146800,GER.02.M,DNK,1995,80.61161,,
146973,GER.02.M,IDN,2018,65.41049,,UIS_EST
146987,GER.02.M,ROU,1997,53.2071,,
147012,GER.02.M,KWT,1999,75.94632,,
147024,GER.02.M,SEN,2003,2.99128,,
147025,GER.02.M,URY,1999,58.89561,,
147229,GER.02.M,GUY,1977,52.72124,,
147234,GER.02.M,WSM,2007,42.79235,,
147240,GER.02.M,TCD,1995,0.25532,,
147331,GER.02.M,TUR,2009,21.33297,,
147371,GER.02.M,ERI,2006,26.77048,,
147398,GER.02.M,FIN,1993,35.69383,,
147471,GER.02.M,ZMB,2015,6.5502,,
147532,GER.02.M,SMR,2012,113.14168,,
147810,GER.02.M,ETH,2014,25.2961,,
147834,GER.02.M,LUX,2015,94.52443,,
147855,GER.02.M,CAN,1974,46.96587,,
147936,GER.02.M,KNA,2011,117.31844,,
148373,GER.02.M,ALB,1992,46.51097,,
148490,GER.02.M,KGZ,2017,38.60394,,
148532,GER.02.M,MLT,2014,107.11936,,
148602,GER.02.M,PSE,2004,31.51195,,
148673,GER.02.M,CPV,2011,72.44175,,
148982,GER.02.M,ITA,1980,77.68216,,
149016,GER.02.M,EGY,1981,3.04851,,
149017,GER.02.M,ISR,2006,93.03717,,
149148,GER.02.M,HKG,2014,104.7682,,
149196,GER.02.M,MEX,2017,72.74262,,
149402,GER.02.M,CUB,1997,87.90062,,
149432,GER.02.M,SLV,2012,62.03694,,
149638,GER.02.M,MKD,2015,35.70623,,
150099,GER.02.M,MAR,1992,79.15062,,
150177,GER.02.M,ISL,2009,97.03636,,
150268,GER.02.M,LIE,2003,96.35922,,NAT_EST
150271,GER.02.M,MLI,2010,3.08749,,
150303,GER.02.M,MEX,1982,31.9582,,
150362,GER.02.M,COK,2000,50.80972,,
150390,GER.02.M,KAZ,1992,77.48378,,
150523,GER.02.M,EGY,2011,25.52666,,
150551,GER.02.M,BEL,1974,103.98142,,
150701,GER.02.M,DZA,1993,1.32472,,
150868,GER.02.M,CMR,2004,16.87484,,
150905,GER.02.M,VAT,1997,0,,
151036,GER.02.M,KGZ,2013,26.09235,,
151120,GER.02.M,MAC,2014,88.18629,,
151254,GER.02.M,TUR,1985,3.22557,,
151639,GER.02.M,SRB,2010,52.52915,,NAT_EST
152056,GER.02.M,CHE,1991,90.94294,,
152059,GER.02.M,CIV,2016,7.71713,,
152106,GER.02.M,SWE,2017,96.56566,,
152135,GER.02.M,MLI,2002,1.34189,,
152224,GER.02.M,AUT,1974,38.8049,,
152304,GER.02.M,AZE,2018,39.90365,,NAT_EST
152694,GER.02.M,LBN,1974,68.21931,,
152799,GER.02.M,POL,2011,72.53024,,
152834,GER.02.M,ITA,2003,103.32871,,
152963,GER.02.M,CYP,1983,26.90535,,
152981,GER.02.M,GRD,1977,50.02095,,
153056,GER.02.M,AGO,2009,98.89659,,
153077,GER.02.M,BEL,2012,120.38658,,
153099,GER.02.M,CMR,1991,11.7002,,
153130,GER.02.M,JAM,2003,77.86089,,
153345,GER.02.M,HUN,2009,85.24966,,
153441,GER.02.M,PER,1971,5.80312,,
153629,GER.02.M,SLB,2000,35.31736,,
153701,GER.02.M,GUF,1994,59.76744,,
153707,GER.02.M,ARE,1984,52.13023,,
153957,GER.02.M,MNG,2013,76.9002,,
154012,GER.02.M,DNK,1971,26.37252,,
154029,GER.02.M,BEL,1989,102.32963,,
154073,GER.02.M,IDN,2016,64.81381,,
154127,GER.02.M,MDV,1993,56.42355,,
154260,GER.02.M,BRN,1980,40.47756,,
154428,GER.02.M,IRN,2009,39.50653,,
154434,GER.02.M,LTU,1991,58.24192,,
154592,GER.02.M,NLD,1991,98.4013,,
154662,GER.02.M,VAT,2007,0,,
154694,GER.02.M,WSM,2018,45.24029,,
155026,GER.02.M,BEL,1973,100.94318,,
155046,GER.02.M,CYP,1976,8.88286,,
155048,GER.02.M,UZB,2007,28.00082,,
155121,GER.02.M,PER,1974,9.45467,,
155244,GER.02.M,COL,1985,11.71439,,
155394,GER.02.M,PNG,1994,0.57066,,
155526,GER.02.M,PER,2002,58.60471,,
155539,GER.02.M,CHE,2000,92.38206,,
155663,GER.02.M,TLS,2017,23.2488,,
155679,GER.02.M,NRU,2007,77.1831,,
155820,GER.02.M,MYS,1994,58.73829,,
156007,GER.02.M,BFA,1996,1.34332,,
156279,GER.02.M,AZE,2004,25.33681,,NAT_EST
156299,GER.02.M,CHN,1992,23.2699,,
156414,GER.02.M,AZE,1999,19.05382,,NAT_EST
156424,GER.02.M,MNE,2011,54.02855,,
156435,GER.02.M,ASM,1984,56.30355,,UIS_EST
156549,GER.02.M,EGY,2017,29.06419,,
156577,GER.02.M,BLZ,1987,17.99856,,
156696,GER.02.M,BDI,2011,8.00031,,
156731,GER.02.M,CAF,1971,5.28722,,
156903,GER.02.M,SYR,1994,7.39018,,
157014,GER.02.M,HND,2016,38.69946,,
157179,GER.02.M,NIC,1983,9.79859,,
157200,GER.02.M,TON,2014,40.7083,,
157206,GER.02.M,DOM,2008,37.0663,,NAT_EST
157257,GER.02.M,KHM,2002,8.84553,,
157356,GER.02.M,KAZ,2002,27.47479,,
157409,GER.02.M,OMN,1983,1.06615,,
157500,GER.02.M,GUY,1986,65.34445,,
157537,GER.02.M,PNG,1975,0.03105,,
157658,GER.02.M,BRN,1988,40.62175,,
157742,GER.02.M,MUS,2001,92.30107,,
158089,GER.02.M,MDA,1994,57.52583,,
158582,GER.02.M,BLZ,2013,48.89582,,
158661,GER.02.M,NLD,1982,108.57345,,
158928,GER.02.M,CUB,2014,98.28682,,
159075,GER.02.M,ROU,2014,84.84744,,
159118,GER.02.M,KOR,1990,55.86436,,
159147,GER.02.M,FJI,1990,12.18053,,
159166,GER.02.M,LCA,2001,63.73989,,
159211,GER.02.M,KEN,1995,36.28062,,
159296,GER.02.M,GBR,1998,75.76768,,
159379,GER.02.M,DNK,1976,58.8027,,
159417,GER.02.M,ALB,2011,68.89207,,
159430,GER.02.M,PHL,1989,13.11847,,
159503,GER.02.M,AUS,1978,76.74861,,
159558,GER.02.M,FIN,2011,69.36689,,
159563,GER.02.M,DNK,1998,89.69394,,
159775,GER.02.M,HUN,1987,67.28231,,
160117,GER.02.M,MDV,2003,60.6119,,
160310,GER.02.M,VAT,2015,0,,
160315,GER.02.M,BHR,1985,23.16212,,
160405,GER.02.M,TGO,2011,9.01931,,
160482,GER.02.M,EST,2016,92.35834,,
161125,GER.02.M,AGO,1987,21.77783,,
161606,GER.02.M,MKD,2010,23.89579,,
161779,GER.02.M,MNG,2010,77.06808,,
162066,GER.02.M,GUM,1984,127.9595,,
162192,GER.02.M,MMR,2009,5.65296,,
162417,GER.02.M,NRU,2003,80.15873,,
162521,GER.02.M,NLD,1971,99.58987,,
162793,GER.02.M,BRB,1981,40.28571,,
162912,GER.02.M,ARE,1986,52.5499,,
163471,GER.02.M,EGY,2003,13.52419,,
163972,GER.02.M,MYS,1998,56.90395,,
164018,GER.02.M,CMR,1990,11.99484,,
164553,GER.02.M,DMA,2000,55.40705,,NAT_EST
164564,GER.02.M,MDA,2008,73.17867,,NAT_EST
164590,GER.02.M,SWZ,2010,23.78841,,
164630,GER.02.M,PSE,2010,40.36674,,
164874,GER.02.M,SYC,2010,108.4346,,
165263,GER.02.M,BRB,1999,73.62146,,
165305,GER.02.M,KGZ,2014,25.42614,,
165379,GER.02.M,SYR,1981,3.73902,,
165509,GER.02.M,BWA,2006,16.15283,,
165756,GER.02.M,DMA,1999,71.27231,,
165787,GER.02.M,TJK,2011,9.86584,,
165822,GER.02.M,MWI,2015,83.14944,,
165894,GER.02.M,VEN,2000,48.05164,,
166048,GER.02.M,ITA,1979,75.84854,,
166049,GER.02.M,TKM,2014,58.87446,,
166399,GER.02.M,DJI,2017,6.72901,,
166488,GER.02.M,VCT,2015,101.20265,,
166493,GER.02.M,PRY,2007,37.17793,,
167090,GER.02.M,VAT,1981,0,,
168064,GER.02.M,ARE,2015,80.71192,,
168089,GER.02.M,KOR,2015,94.16863,,
168122,GER.02.M,BLZ,2009,38.32028,,
168221,GER.02.M,MYS,1995,44.43375,,
168264,GER.02.M,CHE,1995,97.92762,,
168268,GER.02.M,PHL,2003,35.22012,,
168352,GER.02.M,PRT,1974,8.5862,,
168660,GER.02.M,TLS,2013,13.74345,,
168862,GER.02.M,BEN,2010,16.98099,,
168959,GER.02.M,CUB,1994,104.22709,,
168964,GER.02.M,SEN,1983,1.45777,,
168968,GER.02.M,BOL,2010,47.25972,,
169086,GER.02.M,PAN,1984,45.30191,,
169252,GER.02.M,ETH,2003,1.76507,,
169386,GER.02.M,BOL,1995,37.49511,,
169521,GER.02.M,NLD,1977,112.35169,,
169637,GER.02.M,HUN,1978,62.26109,,
170085,GER.02.M,BLZ,2016,50.52645,,
170110,GER.02.M,BOL,1991,32.56932,,
170306,GER.02.M,BOL,2006,51.36693,,
170311,GER.02.M,LUX,1979,82.42215,,
170383,GER.02.M,IRN,1989,10.07095,,
170429,GER.02.M,MAR,2010,61.52297,,
170565,GER.02.M,SYC,1987,96.42445,,
170609,GER.02.M,ESP,2015,92.15079,,
170648,GER.02.M,MAR,2008,63.32021,,
171017,GER.02.M,CIV,2015,7.02984,,
171270,GER.02.M,NAM,1991,13.31196,,
171314,GER.02.M,ITA,1991,90.48486,,
171319,GER.02.M,CHE,2003,93.77773,,
171350,GER.02.M,BFA,1985,0.37551,,
171387,GER.02.M,URY,1991,42.18904,,
171458,GER.02.M,THA,1977,6.34405,,
171460,GER.02.M,MDA,2017,87.00982,,NAT_EST
171570,GER.02.M,TLS,2005,11.24598,,
171602,GER.02.M,MAR,1996,83.74844,,
171603,GER.02.M,PHL,1994,23.99209,,
171711,GER.02.M,PRY,1986,6.3555,,
171720,GER.02.M,CRI,1983,23.47834,,
171778,GER.02.M,ZAF,1998,23.99939,,
171817,GER.02.M,VNM,2014,82.96294,,
171834,GER.02.M,IRN,1997,11.60817,,
171937,GER.02.M,JOR,1990,19.75234,,
171973,GER.02.M,SVN,1996,62.36913,,
172034,GER.02.M,LCA,2008,77.20413,,
172288,GER.02.M,UZB,2010,25.56476,,
172456,GER.02.M,MDV,2016,97.10023,,
172550,GER.02.M,HUN,1976,54.1831,,
172750,GER.02.M,ESP,1979,51.81836,,
172887,GER.02.M,SDN,2006,24.57312,,
172961,GER.02.M,JAM,2018,71.90676,,
173073,GER.02.M,HUN,2014,86.39548,,
173346,GER.02.M,DJI,2001,0.44797,,
173384,GER.02.M,NIU,1999,175,,
173410,GER.02.M,GBR,1999,76.96565,,
173509,GER.02.M,ROU,1974,40.67351,,
173541,GER.02.M,RWA,2016,18.42962,,
173586,GER.02.M,BEN,1982,1.44752,,
173683,GER.02.M,MDV,2005,77.46067,,
173786,GER.02.M,GMB,1999,17.55368,,
174137,GER.02.M,CMR,2011,26.27163,,
174235,GER.02.M,CHE,2002,92.76943,,
174304,GER.02.M,ALB,2008,57.95473,,
174308,GER.02.M,FJI,2004,16.17856,,
