,INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
207773,GER.02.F,MKD,2015,36.29052,,
207907,GER.02.F,EST,2005,118.92436,,
207925,GER.02.F,JAM,2014,79.32067,,
207965,GER.02.F,BGR,1995,59.85041,,
208049,GER.02.F,MOZ,1984,16.37686,,
208065,GER.02.F,BHR,2001,33.86616,,
208067,GER.02.F,VAT,1985,0,,
208233,GER.02.F,BGR,1972,64.59489,,
208253,GER.02.F,MSR,2000,80.95238,,UIS_EST
208306,GER.02.F,POL,2000,47.47777,,
208411,GER.02.F,BLZ,2016,50.4053,,
208870,GER.02.F,SYR,2012,10.08026,,
208896,GER.02.F,SEN,1998,2.36494,,
208943,GER.02.F,CYP,1984,29.53164,,
209055,GER.02.F,EGY,2016,29.62922,,
209124,GER.02.F,JOR,2018,27.02684,,
209159,GER.02.F,HKG,1996,88.65006,,
209231,GER.02.F,SUR,2005,81.47747,,
209453,GER.02.F,MAR,1983,29.8228,,
209519,GER.02.F,SYR,1995,6.55454,,
209712,GER.02.F,CHE,1990,89.96638,,
209768,GER.02.F,URY,1979,26.49854,,
209910,GER.02.F,ISR,2000,88.95153,,
209914,GER.02.F,KEN,2015,74.66486,,
209948,GER.02.F,KWT,1986,43.12936,,
210121,GER.02.F,BEL,2002,112.27774,,
210132,GER.02.F,SEN,1981,1.50796,,
210201,GER.02.F,PRT,1975,8.31461,,
210382,GER.02.F,HND,1975,5.09797,,
210524,GER.02.F,GTM,2015,46.59262,,
210616,GER.02.F,CRI,1972,11.56976,,
210714,GER.02.F,RWA,2015,19.1726,,
210822,GER.02.F,VEN,2011,76.87496,,
210833,GER.02.F,GTM,1986,22.93959,,
211072,GER.02.F,GRD,2005,95.02165,,UIS_EST
211257,GER.02.F,ERI,1996,5.1843,,
211413,GER.02.F,CYP,1971,8.99879,,
211433,GER.02.F,WSM,2009,43.82612,,
211487,GER.02.F,CRI,2010,77.79731,,
211587,GER.02.F,STP,1978,10.91001,,
211699,GER.02.F,SVK,2000,76.71778,,
211715,GER.02.F,GUY,2000,91.66373,,
212137,GER.02.F,SVN,1985,58.70466,,
212490,GER.02.F,SYC,1999,104.10053,,
212543,GER.02.F,BDI,1985,0.30082,,
212678,GER.02.F,PRI,2010,100.6575,,
212724,GER.02.F,DZA,2005,6.04327,,
212766,GER.02.F,STP,1987,20.7342,,
212888,GER.02.F,BGD,2018,41.63366,,
212960,GER.02.F,MYS,2008,77.01522,,
213385,GER.02.F,STP,2009,43.35689,,
213506,GER.02.F,BGR,2009,80.07441,,
213698,GER.02.F,FJI,1980,8.97452,,
213759,GER.02.F,ESP,1991,77.09079,,
213828,GER.02.F,CMR,1984,8.8538,,
213878,GER.02.F,TKL,1991,145.45455,,
214039,GER.02.F,TUV,2006,106.01719,,
214132,GER.02.F,BEN,2015,24.26564,,
214207,GER.02.F,ITA,1973,62.01545,,
214222,GER.02.F,SMR,1986,91.72577,,
214470,GER.02.F,SRB,2006,56.58369,,NAT_EST
214652,GER.02.F,COG,1985,2.59609,,
214755,GER.02.F,SEN,2007,9.87161,,
214809,GER.02.F,GAB,1992,1.08832,,
214898,GER.02.F,JOR,1979,8.40559,,
215023,GER.02.F,CAN,1980,52.8051,,
215257,GER.02.F,ARE,2014,88.52049,,
215284,GER.02.F,CHE,1996,96.66142,,
215376,GER.02.F,LBY,1999,4.3259,,UIS_EST
215430,GER.02.F,CHN,2012,68.24071,,
215537,GER.02.F,BFA,2017,3.6621,,
215568,GER.02.F,DNK,2005,95.07805,,
215580,GER.02.F,TJK,2008,8.4176,,
215609,GER.02.F,BOL,2014,67.62376,,
215794,GER.02.F,KGZ,1992,30.07944,,
215972,GER.02.F,SEN,2013,15.8566,,
216246,GER.02.F,ISL,1986,108.49609,,
217064,GER.02.F,ITA,1974,65.16478,,
217124,GER.02.F,PRY,2003,34.667,,
217198,GER.02.F,SVN,2007,80.61719,,
217317,GER.02.F,BRB,2003,79.09389,,
217451,GER.02.F,ROU,1998,58.21275,,
217579,GER.02.F,MUS,2010,104.21518,,
217613,GER.02.F,CAN,1992,62.50837,,
217619,GER.02.F,LAO,2018,47.29727,,
217712,GER.02.F,PER,1973,8.58298,,
217803,GER.02.F,ARM,2003,30.09469,,
217866,GER.02.F,URY,2006,96.03633,,
217870,GER.02.F,HND,1973,4.48914,,
217887,GER.02.F,CHE,1978,69.77287,,
218234,GER.02.F,BRN,1979,38.0182,,
218468,GER.02.F,RWA,2001,2.58443,,
218507,GER.02.F,AZE,2006,26.2543,,NAT_EST
218582,GER.02.F,BOL,1996,37.99668,,
218758,GER.02.F,ETH,1994,1.268,,
218876,GER.02.F,BEN,1988,2.62567,,
219065,GER.02.F,PRY,2010,39.1796,,
219129,GER.02.F,CPV,2008,69.1686,,
219134,GER.02.F,SLV,2000,45.05545,,
219148,GER.02.F,SVN,1999,71.56989,,
219269,GER.02.F,KAZ,2003,29.34081,,
219364,GER.02.F,ARG,2005,64.33495,,
219424,GER.02.F,WSM,1976,22.04388,,
219504,GER.02.F,BGD,1973,0.45434,,
219649,GER.02.F,EGY,1996,7.54534,,
219660,GER.02.F,MNG,1986,31.67956,,
219687,GER.02.F,SVK,2008,91.40467,,
219700,GER.02.F,SVN,2005,77.37229,,
219711,GER.02.F,IDN,2016,58.78025,,
219783,GER.02.F,MAR,1982,28.42383,,
219829,GER.02.F,THA,2014,71.26728,,
219887,GER.02.F,YEM,1991,0.70135,,
219908,GER.02.F,LTU,2006,70.3794,,NAT_EST
220281,GER.02.F,DZA,2011,79.70651,,
220300,GER.02.F,TGO,1972,2.63067,,
220308,GER.02.F,MAR,2013,47.57489,,
220571,GER.02.F,GIB,1975,2.11864,,
220768,GER.02.F,BRN,1989,44.88113,,
220880,GER.02.F,ARM,2008,39.08651,,
221054,GER.02.F,LAO,2014,32.37794,,
221100,GER.02.F,BLZ,2004,24.55909,,
221137,GER.02.F,TUR,1978,0.19089,,
221173,GER.02.F,NIC,1997,24.7635,,
221271,GER.02.F,NZL,1985,62.68669,,
221475,GER.02.F,EGY,1972,1.34199,,
221553,GER.02.F,EGY,2007,16.25182,,
221558,GER.02.F,COG,2007,9.56705,,
221792,GER.02.F,LBY,1972,1.50243,,
222129,GER.02.F,VAT,2004,0,,
222273,GER.02.F,AUT,1995,78.14891,,
222283,GER.02.F,CZE,2001,91.22399,,
222501,GER.02.F,FRA,2006,109.46919,,NAT_EST
222610,GER.02.F,VEN,1993,42.7096,,
222623,GER.02.F,LAO,1996,7.79661,,
222659,GER.02.F,COL,1987,12.44802,,
222748,GER.02.F,NLD,1985,116.96691,,
222965,GER.02.F,UKR,2013,82.77393,,
222981,GER.02.F,CHN,1993,22.86963,,
223599,GER.02.F,HUN,1996,79.69033,,
223674,GER.02.F,IRN,1977,19.91587,,
223893,GER.02.F,ROU,2014,85.14142,,
223962,GER.02.F,SYR,1994,6.58002,,
224099,GER.02.F,BFA,1971,0.06827,,
224420,GER.02.F,BGD,2005,11.47422,,
224504,GER.02.F,VEN,2005,58.17616,,
224572,GER.02.F,TLS,2017,23.65396,,
224619,GER.02.F,FJI,1998,14.85074,,
224706,GER.02.F,HND,1974,4.41259,,
224809,GER.02.F,LBY,1983,5.13699,,
225021,GER.02.F,BRN,1998,52.25352,,
225062,GER.02.F,PAK,2002,40.21999,,
225328,GER.02.F,ASM,1985,67.83747,,UIS_EST
225681,GER.02.F,CZE,2011,102.04979,,
225710,GER.02.F,CMR,1977,4.73299,,
225811,GER.02.F,TUN,1996,10.90211,,
225925,GER.02.F,LCA,2013,79.25483,,
226086,GER.02.F,USA,2015,71.34067,,NAT_EST
226143,GER.02.F,PSE,2002,27.93441,,
226343,GER.02.F,QAT,1998,26.51494,,
226357,GER.02.F,DMA,2006,93.46826,,UIS_EST
226540,GER.02.F,HUN,2012,87.57614,,
226641,GER.02.F,TJK,1996,9.94486,,
226698,GER.02.F,BHR,2003,35.56351,,
227000,GER.02.F,BHR,2008,43.86502,,
227184,GER.02.F,BFA,2007,3.01179,,
227419,GER.02.F,CIV,2011,3.94701,,
227449,GER.02.F,PAK,2000,50.21512,,NAT_EST
227544,GER.02.F,BEN,2014,20.99348,,
227654,GER.02.F,SUR,1992,87.20723,,
227896,GER.02.F,GEO,2003,52.03998,,
227906,GER.02.F,TUR,1992,4.80242,,
228062,GER.02.F,FRA,1972,89.98926,,
228302,GER.02.F,ASM,1988,65.04451,,
228303,GER.02.F,GRC,1981,50.45655,,
228439,GER.02.F,CZE,1972,67.24887,,
228465,GER.02.F,HUN,1988,71.72736,,
228492,GER.02.F,LBR,1978,47.19409,,
228578,GER.02.F,VAT,2016,0,,
228700,GER.02.F,SYC,2003,92.61939,,
228722,GER.02.F,AIA,2005,115.21739,,
228822,GER.02.F,KOR,1986,40.56169,,
229075,GER.02.F,ARE,1985,46.60475,,
229142,GER.02.F,CRI,2016,77.90289,,
229352,GER.02.F,MUS,1980,26.23071,,
229427,GER.02.F,MTQ,1993,88.1184,,
229582,GER.02.F,SVN,2001,74.61838,,
229683,GER.02.F,TGO,1994,2.62197,,
229749,GER.02.F,VGB,1985,44.35484,,
229878,GER.02.F,ROU,2003,74.85622,,
230043,GER.02.F,FJI,1996,14.73857,,
230094,GER.02.F,NPL,2007,40.3299,,
230150,GER.02.F,DNK,1985,94.44118,,
230389,GER.02.F,SVN,1991,82.36384,,
230433,GER.02.F,QAT,1999,26.10382,,
230446,GER.02.F,KAZ,2004,30.18358,,
230784,GER.02.F,BOL,2010,47.67387,,
230808,GER.02.F,GRC,2014,73.87995,,
230814,GER.02.F,IND,2015,11.83167,,
230995,GER.02.F,COM,2004,4.21597,,
231127,GER.02.F,UZB,1994,42.46756,,
231169,GER.02.F,IRL,1993,106.96199,,
231170,GER.02.F,LAO,1995,7.14429,,
231334,GER.02.F,CMR,1987,12.04559,,
231421,GER.02.F,ROU,2011,80.92616,,
231428,GER.02.F,TGO,2006,3.81346,,UIS_EST
231564,GER.02.F,TGO,2000,2.20191,,
231922,GER.02.F,MUS,2017,100.51934,,
231929,GER.02.F,SLE,2018,14.64244,,
232019,GER.02.F,NGA,2010,41.48419,,
232215,GER.02.F,VUT,1981,9.70177,,
232518,GER.02.F,CZE,1995,90.84106,,
232996,GER.02.F,SWE,2011,94.71641,,
233157,GER.02.F,IRL,1981,94.20222,,
233168,GER.02.F,MLI,1999,1.60036,,
233389,GER.02.F,COG,2003,6.29349,,UIS_EST
233507,GER.02.F,BOL,1989,30.02643,,
233531,GER.02.F,SLV,1991,20.24272,,
233615,GER.02.F,THA,2017,73.44737,,
233663,GER.02.F,SYR,1991,6.22363,,
233727,GER.02.F,LBY,1986,6.04213,,
233990,GER.02.F,ETH,1998,1.43541,,
234062,GER.02.F,LUX,2006,87.39099,,
234063,GER.02.F,COG,2006,8.80533,,
234107,GER.02.F,BLZ,2007,33.1211,,
234314,GER.02.F,MYS,1989,36.21317,,
234446,GER.02.F,NGA,2003,34.92649,,
234553,GER.02.F,CHL,1995,97.56409,,
234681,GER.02.F,LTU,2008,76.17217,,NAT_EST
234747,GER.02.F,PHL,2016,94.72612,,
234915,GER.02.F,AZE,1993,15.03398,,
234983,GER.02.F,BDI,2007,3.63745,,UIS_EST
235217,GER.02.F,NIC,1995,18.59887,,
235413,GER.02.F,LIE,2016,105.66572,,NAT_EST
235922,GER.02.F,CZE,1984,90.30944,,
235947,GER.02.F,ISL,2000,84.38509,,
236032,GER.02.F,QAT,1974,13.37056,,
236053,GER.02.F,GIB,2017,201.40187,,
236119,GER.02.F,BHS,2013,31.22085,,
236219,GER.02.F,KOR,1988,50.66899,,
236269,GER.02.F,JOR,2012,26.54518,,
236329,GER.02.F,BLZ,2017,50.04659,,
236643,GER.02.F,VNM,2014,81.01973,,
236855,GER.02.F,CPV,2003,61.56833,,
236874,GER.02.F,BHR,1977,11.35356,,
237329,GER.02.F,GBR,1976,34.32612,,
237338,GER.02.F,LTU,1997,39.58532,,
237567,GER.02.F,IRQ,1979,7.54319,,
237708,GER.02.F,EGY,1979,2.60297,,
237787,GER.02.F,PER,1991,28.78043,,
237974,GER.02.F,KHM,2016,19.9139,,
238039,GER.02.F,CHN,1985,16.19247,,
238054,GER.02.F,PRT,1996,58.97028,,
238081,GER.02.F,BWA,2008,16.77046,,
238263,GER.02.F,LTU,1996,36.72794,,
238306,GER.02.F,EST,2008,96.67517,,
238635,GER.02.F,CYP,1981,22.87973,,
238757,GER.02.F,ESP,2015,92.46928,,
238880,GER.02.F,NER,2016,7.94767,,
238948,GER.02.F,PRT,1971,3.29737,,
239161,GER.02.F,ARE,2006,79.85636,,
239200,GER.02.F,KWT,1971,36.24466,,
239248,GER.02.F,MSR,1995,84.93976,,
239360,GER.02.F,AZE,2000,18.72403,,NAT_EST
239658,GER.02.F,CHN,2017,85.09948,,
239704,GER.02.F,DZA,2009,77.70944,,
239902,GER.02.F,ABW,2014,104.60829,,
239992,GER.02.F,LTU,2011,78.70765,,NAT_EST
240008,GER.02.F,VUT,2013,90.46271,,
240181,GER.02.F,MEX,2007,106.18176,,
240445,GER.02.F,NRU,2016,79.85258,,
240527,GER.02.F,HUN,2007,87.39905,,
240644,GER.02.F,GIN,2008,10.65328,,NAT_EST
240651,GER.02.F,HUN,2013,87.2914,,
240975,GER.02.F,GTM,2017,49.47036,,
241038,GER.02.F,TJK,2004,8.82741,,
241082,GER.02.F,MDA,2018,86.55459,,NAT_EST
241269,GER.02.F,CAN,1971,40.36868,,
241300,GER.02.F,KNA,2009,111.53846,,
241510,GER.02.F,OMN,2011,55.99418,,
241516,GER.02.F,IRQ,1974,1.96222,,
241819,GER.02.F,CZE,2002,97.18549,,
241853,GER.02.F,SVK,2002,82.41766,,
242186,GER.02.F,IDN,1999,22.8275,,UIS_EST
242376,GER.02.F,KOR,2015,93.79593,,
242529,GER.02.F,JOR,2017,25.79261,,
242547,GER.02.F,TUN,1999,13.79506,,
242672,GER.02.F,ISR,2003,101.15809,,
242695,GER.02.F,JAM,2002,83.33412,,
242701,GER.02.F,ISR,1984,77.86668,,
242745,GER.02.F,CHN,1995,23.90509,,
242883,GER.02.F,PAK,2009,69.01441,,
242895,GER.02.F,CHN,1986,18.92766,,
242903,GER.02.F,RUS,2008,75.52952,,
243043,GER.02.F,LSO,2014,35.7928,,
243078,GER.02.F,NER,1993,1.49301,,
243129,GER.02.F,BEN,1982,1.14353,,
243156,GER.02.F,LUX,1972,82.37439,,
243460,GER.02.F,IDN,1973,6.01197,,
243464,GER.02.F,POL,2007,59.62832,,
243673,GER.02.F,BRN,2011,68.98252,,
243852,GER.02.F,COG,1989,2.61236,,
243859,GER.02.F,ERI,2003,11.53558,,
243896,GER.02.F,ERI,1995,5.09582,,
243907,GER.02.F,ITA,1994,94.56566,,
244182,GER.02.F,AUT,1999,78.77251,,
244624,GER.02.F,CZE,2013,102.97574,,
245035,GER.02.F,ETH,2000,1.5356,,
245089,GER.02.F,GRC,1987,53.53496,,
245119,GER.02.F,SOM,1972,0.33315,,
245172,GER.02.F,COG,1982,1.92542,,
245206,GER.02.F,TUR,1993,4.9961,,
245238,GER.02.F,ISL,2014,98.6099,,
245264,GER.02.F,OMN,2012,53.3534,,
245326,GER.02.F,AUT,2000,79.88277,,
245353,GER.02.F,CHE,1995,95.90774,,
245420,GER.02.F,GRD,2017,101.43409,,
245474,GER.02.F,LBR,1971,38.46995,,
245602,GER.02.F,CHL,1996,99.29621,,NAT_EST
245650,GER.02.F,CMR,1988,12.0004,,
245674,GER.02.F,SEN,1989,2.15185,,
245900,GER.02.F,LUX,1983,92.74703,,
246049,GER.02.F,PAN,2017,62.98819,,
246075,GER.02.F,ITA,1992,92.41352,,
246076,GER.02.F,LTU,2012,79.53378,,NAT_EST
246318,GER.02.F,TUR,2004,8.72552,,
246723,GER.02.F,SVN,2009,86.22351,,
246858,GER.02.F,DOM,1998,31.92514,,NAT_EST
246913,GER.02.F,GRD,2015,89.08078,,
246916,GER.02.F,ECU,1988,42.97271,,
247038,GER.02.F,ISR,2005,94.27673,,
247134,GER.02.F,KWT,2005,75.46817,,
247328,GER.02.F,URY,2009,90.70376,,
247376,GER.02.F,BGR,1994,57.46633,,
247430,GER.02.F,IND,2002,6.02273,,
247493,GER.02.F,PHL,1991,23.70726,,
247786,GER.02.F,KAZ,1996,28.28628,,
247795,GER.02.F,BOL,1999,47.88652,,
247921,GER.02.F,DJI,2008,3.28299,,
248016,GER.02.F,VUT,2001,80.17372,,
248044,GER.02.F,ETH,1991,1.58103,,
248112,GER.02.F,IND,1995,4.28182,,
248216,GER.02.F,MHL,2011,45.32329,,
248355,GER.02.F,BGR,1992,58.8073,,
248442,GER.02.F,IND,2017,13.14808,,
248675,GER.02.F,CUB,1976,53.89856,,
248755,GER.02.F,ITA,1997,95.89313,,
248806,GER.02.F,IRN,2006,52.38528,,
248836,GER.02.F,SLV,1995,31.38642,,
248875,GER.02.F,MNE,2005,31.63561,,
248882,GER.02.F,QAT,1981,22.25305,,
249048,GER.02.F,JOR,1990,17.31552,,
249182,GER.02.F,MLT,1983,62.16554,,
249519,GER.02.F,SLB,2013,92.892,,
249653,GER.02.F,PNG,1978,0.08957,,
249694,GER.02.F,NIC,1991,13.00268,,
249734,GER.02.F,THA,1976,5.47091,,
249850,GER.02.F,AUS,2005,86.88604,,
249912,GER.02.F,GRC,2010,74.64179,,
250252,GER.02.F,HND,2014,39.56833,,
250360,GER.02.F,SYC,1998,104.8366,,
250442,GER.02.F,CRI,1999,45.6744,,
250693,GER.02.F,BRB,2014,89.17788,,
250792,GER.02.F,KGZ,2003,11.03873,,
250816,GER.02.F,ROU,1990,62.45946,,
250936,GER.02.F,BLZ,2015,50.58392,,
251204,GER.02.F,SVN,1995,57.95013,,
251377,GER.02.F,CHL,2012,112.81864,,
251419,GER.02.F,ECU,1982,25.26699,,
251566,GER.02.F,KHM,2007,12.67718,,
251848,GER.02.F,HRV,1990,27.55924,,
251904,GER.02.F,LVA,1994,30.93522,,
251913,GER.02.F,HUN,2004,84.0114,,
252309,GER.02.F,PRY,1987,7.10859,,
252327,GER.02.F,TON,1975,8.67216,,
252348,GER.02.F,MOZ,1986,10.69896,,
252539,GER.02.F,CAN,1995,63.75557,,
252574,GER.02.F,SVN,1987,57.28392,,
252782,GER.02.F,NLD,1971,99.30682,,
252955,GER.02.F,GIN,1996,2.95117,,
253128,GER.02.F,BEL,1981,103.7522,,
253267,GER.02.F,PER,2007,69.91311,,
253328,GER.02.F,BEL,1993,114.3986,,
253335,GER.02.F,BGR,2012,79.21352,,
253372,GER.02.F,PER,2006,65.43482,,
253410,GER.02.F,SYC,2017,98.52659,,
253523,GER.02.F,KAZ,2000,20.08881,,
253689,GER.02.F,TON,2012,36.92,,
254014,GER.02.F,SYR,1997,7.10577,,
254052,GER.02.F,AUT,1978,53.43112,,
254095,GER.02.F,IRL,1991,99.63558,,
254149,GER.02.F,GEO,2005,56.78196,,
254220,GER.02.F,BEL,2008,117.50148,,
254237,GER.02.F,CHN,1988,21.67481,,
254257,GER.02.F,KWT,2007,80.37126,,
254457,GER.02.F,IRL,1994,107.62207,,
254480,GER.02.F,MKD,1997,24.78016,,
254599,GER.02.F,PRY,1977,3.32831,,
254663,GER.02.F,DNK,1981,88.30143,,
255007,GER.02.F,DJI,1985,0.58148,,
255026,GER.02.F,POL,2003,49.87385,,
255322,GER.02.F,SVK,2007,92.22803,,
255372,GER.02.F,COD,2009,4.14265,,
255387,GER.02.F,ECU,2003,70.34779,,
255458,GER.02.F,COL,2002,41.07703,,
255575,GER.02.F,OMN,1992,3.10522,,
255591,GER.02.F,PHL,2003,36.61033,,
255661,GER.02.F,POL,2005,54.29018,,
255764,GER.02.F,MNG,2000,29.66237,,
255850,GER.02.F,DOM,2006,35.29584,,NAT_EST
255872,GER.02.F,TKL,2003,131.42857,,
256113,GER.02.F,BGR,1982,74.7241,,
256158,GER.02.F,MLT,2002,98.55976,,
256207,GER.02.F,DEU,2015,108.39859,,
256502,GER.02.F,KNA,1985,57.05706,,
256549,GER.02.F,PAN,2011,63.85506,,
256791,GER.02.F,KEN,1997,37.36616,,
257042,GER.02.F,CYP,1975,6.79369,,
257043,GER.02.F,MUS,1999,94.92956,,
257122,GER.02.F,CYP,1982,24.51691,,
257172,GER.02.F,DNK,1995,82.06575,,
257479,GER.02.F,BOL,2018,75.10007,,
257493,GER.02.F,CIV,1972,1.1632,,
257693,GER.02.F,SLV,1997,41.04071,,
257694,GER.02.F,PRY,2011,38.12286,,
257742,GER.02.F,AUT,2014,100.61403,,
257938,GER.02.F,OMN,1979,0.33549,,
257973,GER.02.F,DJI,1974,1.61613,,
258162,GER.02.F,DOM,2012,42.99963,,NAT_EST
258163,GER.02.F,MDV,1971,11.39871,,
258393,GER.02.F,OMN,1991,2.85081,,
258472,GER.02.F,SEN,2015,16.27917,,
258477,GER.02.F,IRL,1995,108.89343,,
258755,GER.02.F,URY,1989,43.3556,,
258936,GER.02.F,LBY,1971,0.85501,,
258982,GER.02.F,IND,2005,6.27225,,
259074,GER.02.F,LUX,2017,90.83434,,
259132,GER.02.F,ITA,1995,94.26003,,
259144,GER.02.F,GHA,2011,112.42573,,
259223,GER.02.F,MEX,1993,63.52709,,
259243,GER.02.F,QAT,1995,22.27806,,
259362,GER.02.F,VUT,2008,98.066,,
259655,GER.02.F,SAU,2016,22.12168,,
259695,GER.02.F,SLV,1980,12.02858,,
259794,GER.02.F,PAN,1984,46.77883,,
260018,GER.02.F,AZE,2016,22.83683,,NAT_EST
260388,GER.02.F,FRA,1993,111.34012,,
260464,GER.02.F,TCD,2012,1.38331,,
260588,GER.02.F,BRN,1997,55.20128,,
260643,GER.02.F,UZB,1992,51.19719,,
260683,GER.02.F,MDA,2003,56.15879,,UIS_EST
260878,GER.02.F,LVA,1997,45.89536,,
261149,GER.02.F,AZE,1992,16.28295,,
261291,GER.02.F,LAO,2004,8.56617,,
261426,GER.02.F,CRI,2018,98.26507,,
261529,GER.02.F,EST,2007,97.99821,,
261640,GER.02.F,MEX,2004,83.47275,,
261747,GER.02.F,DMA,2002,76.62153,,
261896,GER.02.F,CHL,2015,81.39916,,
262088,GER.02.F,SRB,2011,55.54444,,NAT_EST
262244,GER.02.F,PHL,1995,30.09458,,
262356,GER.02.F,IND,1984,2.22412,,
262472,GER.02.F,OMN,1978,0.05441,,
262498,GER.02.F,GHA,1978,23.55118,,
262691,GER.02.F,ATG,1975,17.88301,,
262702,GER.02.F,MDG,2001,3.38621,,
262836,GER.02.F,IND,2016,12.5291,,
262866,GER.02.F,CHL,1970,24.52635,,
262894,GER.02.F,GTM,2012,64.5157,,
262923,GER.02.F,LBR,1970,35.64822,,
262983,GER.02.F,MLT,1991,98.47623,,
263122,GER.02.F,MLT,1972,45.56575,,
263126,GER.02.F,AUS,1983,68.21711,,
263256,GER.02.F,VGB,2001,67.65499,,
263607,GER.02.F,KOR,1976,3.29844,,
263882,GER.02.F,BOL,1993,35.26624,,
263935,GER.02.F,JOR,1981,10.17848,,
264171,GER.02.F,DJI,2016,6.20739,,
264172,GER.02.F,SEN,2008,11.16438,,
264252,GER.02.F,EGY,1999,9.67673,,
264264,GER.02.F,SYR,2007,9.1134,,
264373,GER.02.F,UKR,2003,74.72667,,
264557,GER.02.F,AUT,1987,73.99294,,
264639,GER.02.F,QAT,1972,13.64838,,
264850,GER.02.F,JOR,1978,7.78704,,
264861,GER.02.F,SMR,1978,100.78125,,
264907,GER.02.F,CZE,2007,108.24012,,
265058,GER.02.F,ARM,2002,27.62518,,
265064,GER.02.F,MSR,1994,114.36782,,
265080,GER.02.F,SLB,1992,39.07026,,
265111,GER.02.F,KOR,1979,4.90088,,
265242,GER.02.F,KHM,2011,12.65322,,
265302,GER.02.F,CUB,2015,101.949,,
265512,GER.02.F,THA,1973,4.06068,,
265870,GER.02.F,CYP,2013,78.38911,,NAT_EST
265957,GER.02.F,REU,1985,76.47777,,
266014,GER.02.F,ITA,2017,92.83334,,
266038,GER.02.F,MSR,1974,69.38776,,
266152,GER.02.F,SWE,2004,90.21886,,
266607,GER.02.F,FRA,2012,104.7235,,NAT_EST
266838,GER.02.F,AUT,2008,93.60499,,
267080,GER.02.F,SLV,2016,66.07364,,
267086,GER.02.F,BLR,2014,100.18361,,
267113,GER.02.F,BLR,2013,101.8561,,
267257,GER.02.F,PNG,1998,32.07816,,
267364,GER.02.F,CIV,1986,0.80081,,
267537,GER.02.F,KNA,1990,83.39022,,
267698,GER.02.F,KOR,1980,6.0313,,
267784,GER.02.F,HND,1996,15.32958,,
267945,GER.02.F,SUR,1988,97.05916,,
268035,GER.02.F,LSO,2003,26.36819,,UIS_EST
268138,GER.02.F,CAN,1977,55.94651,,
268213,GER.02.F,PRT,2012,88.93269,,
268319,GER.02.F,SMR,1973,80.04435,,
268447,GER.02.F,PRY,1994,12.92284,,
268620,GER.02.F,PHL,1994,25.75536,,
268676,GER.02.F,ISL,1987,109.44499,,
268745,GER.02.F,CHE,1999,92.45333,,
268841,GER.02.F,BDI,2015,13.88393,,
269431,GER.02.F,EST,2010,86.03116,,
269510,GER.02.F,TJK,1991,21.02251,,
269816,GER.02.F,AFG,1977,0.8235,,
270018,GER.02.F,BHR,1992,27.61331,,
270247,GER.02.F,PNG,1988,0.34143,,
270406,GER.02.F,BGR,2010,79.97823,,
270407,GER.02.F,KAZ,2019,63.09374,,
270476,GER.02.F,VNM,2015,83.30653,,
270606,GER.02.F,KNA,1997,138.00475,,
270727,GER.02.F,GUY,2008,80.61473,,
270783,GER.02.F,HKG,1975,71.56055,,
270825,GER.02.F,DZA,2006,27.85872,,
270892,GER.02.F,BEL,1982,106.46293,,
270922,GER.02.F,CRI,2015,78.94866,,
271094,GER.02.F,TUR,2010,24.8912,,
271128,GER.02.F,KWT,2017,66.19893,,
271260,GER.02.F,ISL,1984,95.59902,,
271279,GER.02.F,ITA,1979,76.68737,,
271464,GER.02.F,SOM,1984,0.3196,,
271656,GER.02.F,POL,1993,42.39453,,
271715,GER.02.F,FIN,2017,83.42729,,
271768,GER.02.F,IND,2010,7.18418,,
271845,GER.02.F,ASM,1986,62.35918,,
271851,GER.02.F,VGB,2004,91.06145,,
272182,GER.02.F,ARG,1975,36.41927,,
272327,GER.02.F,AGO,1990,14.09652,,
272339,GER.02.F,ESP,1972,40.46148,,
272402,GER.02.F,FRA,2013,104.85247,,NAT_EST
272411,GER.02.F,QAT,1990,17.81112,,
272506,GER.02.F,TUR,2005,10.58859,,
272853,GER.02.F,GRC,2017,74.86905,,
272915,GER.02.F,COK,2013,83.78378,,
273256,GER.02.F,KHM,2008,13.50239,,
273271,GER.02.F,CRI,2001,58.18018,,
273437,GER.02.F,MDV,1999,54.42209,,
273494,GER.02.F,LCA,2011,73.27473,,
273662,GER.02.F,BRB,1980,36.14907,,
273680,GER.02.F,VEN,1995,43.4065,,
274163,GER.02.F,VNM,1986,36.99518,,
274363,GER.02.F,DJI,2015,5.22475,,
274477,GER.02.F,BHR,2011,51.93424,,
274507,GER.02.F,TZA,2006,28.35617,,
274599,GER.02.F,MAC,2009,83.76673,,
274727,GER.02.F,BEN,1980,0,NIL,
274859,GER.02.F,DMA,2008,101.33607,,
275111,GER.02.F,GTM,2007,59.36874,,
275182,GER.02.F,PLW,2004,96.77419,,
275643,GER.02.F,DMA,2001,77.18479,,NAT_EST
275738,GER.02.F,MYS,2004,63.3449,,
275762,GER.02.F,DJI,2009,3.31067,,
276139,GER.02.F,SOM,1982,0.40535,,
276235,GER.02.F,EGY,2004,13.4572,,
276361,GER.02.F,TGO,2004,3.03694,,UIS_EST
276372,GER.02.F,LVA,2008,85.5456,,NAT_EST
276481,GER.02.F,PHL,1998,29.64426,,
276657,GER.02.F,VAT,1990,0,,
